Gene1	Gene2	Correlation	Gene1_class	Gene2_class	Gene1_direction	Gene2_direction	Gene1_total	Gene2_total	Gene1_TF	Gene2_TF	Gene1_photoreceptor	Gene2_photoreceptor	Gene1_known	Gene2_known	interaction_type	same_class	same_direction	source	Gene1_label	Gene2_label	Gene1_tf_family	Gene2_tf_family
AT5G04410	AT5G52640	0.5831684315740682	Short–Long Up	Frequent	Up	Up	5	6	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Frequent	NAC	NA
AT2G41710	AT3G21670	0.5831339192678118	Short Down	Frequent	Down	Up	1	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Frequent	AP2	NA
AT4G34680	AT2G36460	0.5830941969082315	Short Up	Short–Long Up	Up	Up	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	GATA	NA
AT1G32870	AT4G10430	0.5830313908049485	Short–Long Up	Short Up	Up	Up	4	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	NAC	NA
AT2G02740	AT5G60490	0.5830112651118906	Short Down–Long Up	Short–Long Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down–Long Up	Short–Long Down	Whirly	NA
AT3G57800	AT5G28770	0.5829380161235255	Short–Long Down	Frequent	Down	Down	3	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	TF, Frequent	bHLH	bZIP
AT2G40950	AT5G00980	0.5828483095965895	Short Up	Short Up	Up	Up	3	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Up	Short Up	bZIP	NA
AT4G01550	AT1G07400	0.5828452143086743	Short–Long Up	Short–Long Up	Up	Up	3	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	NAC	NA
AT2G40950	AT1G17970	0.5827813883848214	Short Up	Short–Long Down	Up	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	bZIP	NA
AT5G16600	AT5G39030	0.5827572545182043	Short Up–Down	Short–Long Down	Mixed	Down	5	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short–Long Down	MYB	NA
AT3G61830	AT5G09350	0.5827095971655203	Short Up–Down	Short Down	Mixed	Down	2	1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	FALSE	GENIE&WGCNA	Photoreceptor, Short Up–Down	Short Down	ARF	NA
AT3G56400	AT1G01680	0.5826668382198775	Frequent	Short Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Down	WRKY	NA
AT1G58110	AT5G11340	0.5826337084775339	Short Down	Short Up	Down	Up	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	bZIP	NA
AT1G27660	AT2G03800	0.5826334016312628	Short Down	Short Up	Down	Up	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	bHLH	NA
AT1G75710	AT5G44040	0.5826275034636523	Short Down	Short Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	C2H2	NA
AT5G66770	AT3G47460	0.5826196459176369	Short Down	Short Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	GRAS	NA
AT5G56780	AT5G43020	0.5825544084210911	Short Down	Short Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HRT-like	NA
AT5G16600	AT3G11010	0.5825100915870594	Short Up–Down	Short Up	Mixed	Up	5	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	MYB	NA
AT3G50700	AT3G57750	0.5823754023254014	Short–Long Down	Short Down	Down	Down	6	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	C2H2	NA
AT3G47620	AT1G21920	0.5823708456412209	Short–Long Down	Frequent	Down	Down	5	5	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Frequent	TCP	NA
AT5G08790	AT4G23700	0.5823595129834014	Short–Long Up	Frequent	Up	Down	2	5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Frequent	NAC	NA
AT5G60890	AT3G24190	0.5822921506292225	Short Up–Down	Short–Long Up	Mixed	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short–Long Up	MYB	NA
AT2G23320	AT5G15710	0.5822866411992668	Short Up–Down	Short Down	Mixed	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Down	WRKY	NA
AT4G01550	AT5G46740	0.5822742435251287	Short–Long Up	Short Down	Up	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	NAC	NA
AT2G41710	AT3G59320	0.5822668668476675	Short Down	Short–Long Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	AP2	NA
AT2G22300	AT1G55450	0.5822053110971491	Short Up–Down	Frequent	Mixed	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	CAMTA	NA
AT3G56400	AT1G07000	0.5821675578618658	Frequent	Short Up–Long Down	Down	Up	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Up–Long Down	WRKY	NA
AT2G20180	AT1G19000	0.5820920296664511	Frequent	Short–Long Down	Down	Down	4	2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	TF, Short–Long Down	bHLH	MYB_related
AT3G61830	AT3G47460	0.5820848229391915	Short Up–Down	Short Down	Mixed	Down	2	1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	photo-gene	FALSE	FALSE	GENIE&WGCNA	Photoreceptor, Short Up–Down	Short Down	ARF	NA
AT2G47890	AT5G11740	0.5820823550398418	Frequent	Short Down	Up	Down	2	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Down	DBB	NA
AT5G23280	AT4G27070	0.5820766652316721	Short–Long Down	Short–Long Up	Down	Up	4	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	TCP	NA
AT3G54390	AT1G17940	0.5820085862485913	Short–Long Up	Short–Long Up	Up	Up	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	Trihelix	NA
AT5G52510	AT1G73990	0.581961558688968	Short Up	Short–Long Up	Up	Up	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	GRAS	NA
AT2G20180	AT3G29240	0.5819280860530986	Frequent	Frequent	Down	Down	4	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Frequent	Frequent	bHLH	NA
AT1G22640	AT4G11010	0.5819238932341847	Frequent	Short–Long Up	Down	Up	5	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short–Long Up	MYB	NA
AT1G18570	AT1G59960	0.5818836808506641	Frequent	Short–Long Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	MYB	NA
AT4G00050	AT1G01250	0.5818720646585117	Short–Long Up	Short–Long Up	Up	Up	3	1	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TF-TF	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	TF, Short–Long Up	bHLH	ERF
AT3G56400	AT5G25260	0.5818217564792334	Frequent	Short–Long Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	WRKY	NA
AT2G46510	AT1G47395	0.5817581124558637	Short–Long Up	Short Down–Long Up	Up	Down	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down–Long Up	bHLH	NA
AT1G14350	AT3G01750	0.581741619219411	Short–Long Down	Short–Long Down	Down	Down	1	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	MYB	NA
AT2G22800	AT5G62770	0.5816995291055289	Frequent	Short Up–Down	Down	Mixed	2	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Up–Down	HD-ZIP	NA
AT2G20180	AT3G26740	0.5816952765215403	Frequent	Short–Long Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	bHLH	NA
AT2G25900	AT2G01930	0.5816435434143423	Frequent	Short–Long Down	Down	Down	7	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	TF, Short–Long Down	C3H	BBR-BPC
AT1G05805	AT4G23895	0.5816347343519616	Short–Long Down	Short Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	bHLH	NA
AT1G19490	AT4G08470	0.5815686887338332	Short–Long Up	Short Down	Up	Down	5	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	bZIP	NA
AT1G20980	AT5G04720	0.5815471090880316	Short Down	Short Up–Down	Down	Mixed	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up–Down	SBP	NA
AT2G30424	AT2G36470	0.5814925938546004	Short–Long Down	Short Down	Down	Down	5	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	MYB_related	NA
AT5G52510	AT1G53830	0.5814438374000994	Short Up	Short–Long Down	Up	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	GRAS	NA
AT3G13810	AT2G39730	0.5814425751360749	Short–Long Down	Short Up–Long Down	Down	Up	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up–Long Down	C2H2	NA
AT5G46880	AT5G13740	0.5813996174898394	Short Down	Short Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT3G60630	AT4G32840	0.581381512490553	Short Down	Short Down	Down	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	GRAS	NA
AT5G46880	AT4G31805	0.5813268704275685	Short Down	Short–Long Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	HD-ZIP	NA
AT5G60890	AT4G28140	0.5813220334045459	Short Up–Down	Short–Long Up	Mixed	Up	4	4	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TF-TF	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	TF, Short–Long Up	MYB	ERF
AT5G47390	AT5G39660	0.581308596327706	Short–Long Down	Frequent	Down	Down	2	4	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	TF, Frequent	MYB_related	Dof
AT5G46690	AT3G04110	0.58129715993919	Short–Long Down	Short Up–Long Down	Down	Up	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up–Long Down	bHLH	NA
AT1G22640	AT5G10946	0.5812714419014604	Frequent	Short–Long Up	Down	Up	5	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short–Long Up	MYB	NA
AT2G02070	AT4G31500	0.5812398986720624	Short–Long Down	Short–Long Down	Down	Down	4	2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	C2H2	NA
AT4G36990	AT3G12050	0.581236255540273	Short–Long Up	Short–Long Up	Up	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	HSF	NA
AT4G34680	AT5G04410	0.5812082063681111	Short Up	Short–Long Up	Up	Up	3	5	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TF-TF	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	TF, Short–Long Up	GATA	NAC
AT2G41710	AT2G15080	0.5811928631400277	Short Down	Frequent	Down	Down	1	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Frequent	AP2	NA
AT4G00180	AT5G03970	0.5811837442008092	Short–Long Down	Short–Long Up	Down	Up	1	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	YABBY	NA
AT5G52510	AT3G48280	0.5811673783254085	Short Up	Short–Long Up	Up	Up	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	GRAS	NA
AT5G23280	AT5G43420	0.5811492978155027	Short–Long Down	Short–Long Up	Down	Up	4	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Up	TCP	NA
AT4G34000	AT4G25110	0.5811175838500697	Short–Long Up	Short–Long Down	Up	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Down	bZIP	NA
AT1G63100	AT3G05330	0.5811137060972462	Short–Long Down	Short Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	GRAS	NA
AT4G34680	AT5G46740	0.5810886641735765	Short Up	Short Down	Up	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short Down	GATA	NA
AT5G39660	AT4G00840	0.5810564790450405	Frequent	Short Down	Down	Down	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Down	Dof	NA
AT1G45249	AT4G31000	0.5810514913615866	Short–Long Up	Frequent	Up	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Frequent	bZIP	NA
AT5G22290	AT3G57190	0.581007728131162	Short–Long Up	Short–Long Up	Up	Up	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	NAC	NA
AT5G62020	AT2G19310	0.5809601544462903	Short–Long Up	Short–Long Up	Up	Up	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	HSF	NA
AT3G56400	AT5G39030	0.5809244150597453	Frequent	Short–Long Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	WRKY	NA
AT1G13260	AT4G28860	0.5809078417199897	Frequent	Short–Long Down	Down	Down	5	2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	RAV	NA
AT2G20180	AT5G06870	0.5808474774577465	Frequent	Frequent	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Frequent	Frequent	bHLH	NA
AT2G20180	AT2G39400	0.5808005149644743	Frequent	Frequent	Down	Down	4	5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Frequent	Frequent	bHLH	NA
AT1G30500	AT2G38050	0.5807361891210748	Short–Long Up	Short Down	Up	Down	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	NF-YA	NA
AT5G22290	AT5G51220	0.5806976737135102	Short–Long Up	Short–Long Up	Up	Up	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	NAC	NA
AT1G36060	AT3G52750	0.5806577310288406	Short Up–Down	Short Up	Mixed	Up	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short Up	ERF	NA
AT4G00050	AT2G19460	0.5806577010062661	Short–Long Up	Short Down	Up	Down	3	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	bHLH	NA
AT5G16600	AT3G28510	0.5806174641563094	Short Up–Down	Frequent	Mixed	Up	5	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Frequent	MYB	NA
AT4G34680	AT1G07400	0.5804898748160143	Short Up	Short–Long Up	Up	Up	3	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	GATA	NA
AT1G75710	AT3G47460	0.5804728768369795	Short Down	Short Down	Down	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	C2H2	NA
AT2G35940	AT3G55640	0.5804356297838895	Short Up	Short–Long Up	Up	Up	4	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	TALE	NA
AT4G24020	AT4G25780	0.5804137718751007	Frequent	Short–Long Down	Down	Down	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short–Long Down	Nin-like	NA
AT5G08790	AT1G69450	0.5804023777697433	Short–Long Up	Short Down	Up	Down	2	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short Down	NAC	NA
AT1G19700	AT4G04955	0.5803657757954401	Short Up	Short–Long Down	Up	Down	3	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	TALE	NA
AT2G45660	AT1G78570	0.5802555339734441	Frequent	Short–Long Up	Down	Up	2	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short–Long Up	MIKC_MADS	NA
AT2G47460	AT1G29450	0.5802462107421266	Short–Long Up	Short–Long Down	Up	Down	2	5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Down	MYB	NA
AT2G01930	AT3G53960	0.5802291152839398	Short–Long Down	Short Up–Down	Down	Mixed	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up–Down	BBR-BPC	NA
AT2G45190	AT2G40820	0.5802250690658403	Short–Long Down	Short–Long Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short–Long Down	YABBY	NA
AT5G60890	AT1G25275	0.5801473818963883	Short Up–Down	Short–Long Down	Mixed	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short–Long Down	MYB	NA
AT1G12860	AT5G04620	0.5801315591474612	Short–Long Down	Short Down	Down	Down	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	bHLH	NA
AT2G42380	AT3G55380	0.5801183443153882	Short–Long Down	Short Up	Down	Up	4	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Down	Short Up	bZIP	NA
AT2G46510	AT3G53400	0.5801151262783037	Short–Long Up	Short Up	Up	Up	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short Up	bHLH	NA
AT1G20980	AT3G60860	0.580111472633993	Short Down	Short Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	SBP	NA
AT1G32870	AT5G50240	0.5800652699896842	Short–Long Up	Short–Long Up	Up	Up	4	3	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Up	NAC	NA
AT4G00050	AT2G45180	0.5800539164644043	Short–Long Up	Short–Long Down	Up	Down	3	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short–Long Up	Short–Long Down	bHLH	NA
AT3G10800	AT1G55530	0.5800019261263936	Short Up	Short–Long Up	Up	Up	5	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	bZIP	NA
AT2G41710	AT3G26600	0.5799241065255685	Short Down	Short Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	AP2	NA
AT2G22300	AT3G16410	0.5799014161354975	Short Up–Down	Short–Long Down	Mixed	Down	2	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up–Down	Short–Long Down	CAMTA	NA
AT1G17920	AT1G67750	0.5798846195860602	Short Down	Short Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	TRUE	TRUE	GENIE&WGCNA	TF, Short Down	Short Down	HD-ZIP	NA
AT4G34680	AT1G71000	0.5798762200003703	Short Up	Short–Long Up	Up	Up	3	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Up	Short–Long Up	GATA	NA
AT1G08465	AT5G05180	0.5798486580838186	Short Down	Short–Long Down	Down	Down	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	YABBY	NA
AT4G01280	AT2G48030	0.5798391312992661	Short Up	Short–Long Down	Up	Down	4	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Up	Short–Long Down	MYB_related	NA
AT1G63100	AT1G18250	0.5798126239742135	Short–Long Down	Short Down	Down	Down	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short–Long Down	Short Down	GRAS	NA
AT1G28050	AT5G04530	0.5798041260470306	Short Down	Short–Long Down	Down	Down	4	4	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Short Down	Short–Long Down	CO-like	NA
AT3G56400	AT3G47090	0.5797201827816215	Frequent	Short Up	Down	Up	3	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Frequent	Short Up	WRKY	NA
AT2G41710	AT1G34420	0.5796545946164935	Short Down	Short Up	Down	Up	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TF-gene	FALSE	FALSE	GENIE&WGCNA	TF, Short Down	Short Up	AP2	NA
AT2G47890	AT2G24270	0.5796320988492837	Frequent	Short Up	Up	Up	2	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TF-gene	FALSE	TRUE	GENIE&WGCNA	TF, Frequent	Short Up	DBB	NA
